k,row_fold,col_fold,var_explained,feature_set,method,method_label,space,scheme,n,p
23,0,2,0.49226702290312074,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,0,3,0.4947500552019547,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,1,0,0.49711140227122896,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,1,1,0.5060176825612138,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,1,2,0.5047338911325143,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,1,3,0.5139329357792681,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,2,0,0.4993870868708803,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,2,1,0.5120194512138934,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,2,2,0.5016863415066135,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,2,3,0.5082489754973276,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,3,0,0.4717718531109979,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,3,1,0.48773403520961833,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,3,2,0.4831378501875693,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
23,3,3,0.48518363834129197,concat_hg,cnmf,convex NMF,unit-norm,home,1680,900
